Address,Flag,Total Ether Balance,Total Transactions (including contract creation),Time Difference First-Last (min),Avg Min Between Sent Tnx,Avg Min Between Received Tnx,Sent Transactions,Received Transactions,Unique Received From Addresses,Unique Sent To Addresses,Min Value Received,Max Value Received,Avg Value Received,Min Value Sent,Max Value Sent,Avg Value Sent,Total Ether Sent,Total Ether Received,Total ERC20 Transactions,ERC20 Total Ether Received,ERC20 Total Ether Sent,ERC20 Unique Sent Addresses,ERC20 Unique Received Addresses,ERC20 Avg Time Between Sent Txn (min),ERC20 Avg Time Between Received Txn (min),ERC20 Min Value Received,ERC20 Max Value Received,ERC20 Avg Value Received,ERC20 Min Value Sent,ERC20 Max Value Sent,ERC20 Avg Value Sent,ERC20 Unique Sent Token Names,ERC20 Unique Received Token Names,ERC20 Most Sent Token Type,ERC20 Most Received Token Type,Avg Gas Price (Gwei),Avg Gas Limit (Gwei),Avg Gas Used (Gwei),Avg Gas Fee (Gwei),Avg Transaction Fee (Gwei),Gas Price Volatility (Gwei),Max Gas Volatility (Gwei),Min Gas Volatility (Gwei),Transaction Frequency (min),Gas Efficiency Ratio (%),Transaction Success-Failure Ratio,Avg Max Fee (Gwei),Avg Priority Fee (Gwei),Avg Base Fee (Gwei),Max Base Fee (Gwei),Min Base Fee (Gwei),Avg Gas Fee,Max Gas Fee,Avg Priority Fee,Max Priority Fee,Gas Price Volatility
0x017f86b90a46d8fd999eaefda1339355b98da12f,1,0.0,1,0.0,0.0,0.0,0,1,1,0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,13.37,1,13.37,0.0,0,1,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0,1,0,Blockwell say NOTSAFU,22.0,2.1e-05,2.1e-05,0.0004619999999999,50090204.0,38.0,41.0,3.0,26040.533333333333,100.0,2.0,12.328172491987608,0.8734143790568967,4.681566229471496,8.131627911304918,1.5862925064661646,0.1804,1.8454,0.1448,1.0703,0.699
0x018f2f4b3c9e38607aa7ab4dea23e9d663e3e050,1,0.0,4,162916.28333333333,0.0,40729.05416666667,0,4,3,0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,5.348,4,5.348,0.0,0,3,0.0,40729.07083333333,1.337,1.337,1.337,0.0,0.0,0.0,0,2,0,Blockwell say NOTSAFU,18.666666666666668,4.4000000000000006e-05,2.1e-05,0.000392,12755214.25,36.0,41.0,5.0,370.03333333333336,47.72727272727272,3.0,12.289290888835824,0.8692790250351544,4.66789514379536,8.105507709880992,1.5813259499494283,0.0896,1.3148,0.3795,0.7383,0.616
0x024c344da7208e60356378a252dab771c34be111,1,0.0,3,1927573.1166666667,0.0,642524.3555555556,0,3,3,0,0.01,1.337,0.8946666666666666,0.0,0.0,0.0,0.0,2.684,3,2.684,0.0,0,3,0.0,642524.3722222223,0.01,1.337,0.8946666666666666,0.0,0.0,0.0,0,3,0,Blockwell say NOTSAFU,23.71761363636364,3.064545454545455e-05,2.100000000000001e-05,0.0004980698863636,553953.75,52.0,60.0,8.0,16083.666666666666,68.52566004153073,22.0,32.31774515230171,3.715751408483399,11.42552545764051,21.700413314672712,4.129274301387305,0.2497,2.3195,0.2301,0.5117,0.3203
0x02d0b53ec925f5c5907eb3dd85bededaa4362564,1,0.0,3,143560.9,0.0,47853.61666666667,0,3,3,0,1e-18,13.37,4.456666666666666,0.0,0.0,0.0,0.0,13.37,3,13.37,0.0,0,3,0.0,47853.63333333333,1e-18,13.37,4.456666666666666,0.0,0.0,0.0,0,3,0,Blockwell say NOTSAFU,48.25333333333334,6.62e-05,2.1e-05,0.00101332,1266300.0,131.9,133.0,1.1,31512.916666666668,31.72205438066466,30.0,1.700639163915466,0.0445357557230256,0.748067835882833,1.0813471442729357,0.2220085526236302,0.3339,1.8586,0.3071,0.3646,0.1783
0x02d1347abe00beaa073058b1414722cdcc31abb3,1,0.0,2,1923965.2666666664,0.0,961982.6166666668,0,2,2,0,0.01,13.37,6.69,0.0,0.0,0.0,0.0,13.38,2,13.38,0.0,0,2,0.0,961982.6333333332,0.01,13.37,6.69,0.0,0.0,0.0,0,2,0,Blockwell say NOTSAFU,31.0,2.1e-05,2.1e-05,0.000651,26565156.82336185,15.0,41.0,26.0,4388.133333333333,100.0,3.0,2.1997756383170035,0.0655584377809591,0.949322428212682,1.4054014359732931,0.2866295426323347,0.0598,2.0388,0.3641,0.3846,0.6743
0x03b70dc31abf9cf6c1cf80bfeeb322e8d3dbb4ca,1,5.397032497e-09,3,247.56666666666663,0.0,21.241666666666667,1,2,2,1,16278.05937,21214.1039,18746.08163,37492.16326,37492.16326,37492.16326,37492.16326,37492.16326,3,37492.16326,37492.16326,1,2,0.0,21.258333333333333,16278.05937,21214.1039,18746.08163,37492.16326,37492.16326,37492.16326,1,1,Fortecoin,Fortecoin,15.471875000000002,3.425034375000002e-05,2.1245656249999984e-05,0.0003287101377929,599970.0,50.1,51.3,1.2,341014.55,62.03049056989383,64.0,10.770442916008763,0.7129854562150565,4.131228301395852,7.0864109746158,1.38722179273112,0.177,1.4913,0.1266,0.7076,0.5104
0x03e115d99f005f9df8accec3f3d07f54b593ee96,1,0.00297,1,0.0,0.0,0.0,0,1,1,0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.337,1,1.337,0.0,0,1,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0,1,0,Blockwell say NOTSAFU,64.5,4.05e-05,2.1e-05,0.0013545,25559151.0,69.0,99.0,30.0,410.85,51.85185185185185,2.0,5.819695145464339,0.2827702956378647,2.3365923842980085,3.785681457848413,0.7529426388915003,0.3797,0.5213,0.1573,0.6101,0.398
0x03f034fb47965123ea4148e3147e2cfdc5b1f7a5,1,0.0017970323575382,5,344130.56666666665,0.0,68826.09666666666,0,5,4,0,9.11e-16,1000.0,295.474,0.0,0.0,0.0,0.0,1477.37,5,1477.37,0.0,0,4,0.0,68826.11333333333,9.11e-16,1000.0,295.474,0.0,0.0,0.0,0,5,0,ROOMDAO COIN (RDC),25.219675925925927,2.35074074074074e-05,2.099999999999999e-05,0.0005296131944444,258720.35,90.0,93.0,3.0,1125323.55,89.33354340633369,54.0,35.67236642384792,4.310093992814,12.519425351988849,23.996775050812207,4.554616908870007,0.4176,0.8332,0.0721,1.2456,0.4249
0x043375ebc36fff7a4fcef1359f3c89afddf56e08,1,0.0035790949489044,4,477438.6,0.0,159146.18333333332,1,3,3,1,1.337,2299.5284644387,767.4008214795667,2299.5284644387,2299.5284644387,2299.5284644387,2299.5284644387,2302.2024644387,4,2302.2024644387,2299.5284644387,1,3,0.0,159146.2,1.337,2299.5284644387,767.4008214795667,2299.5284644387,2299.5284644387,2299.5284644387,1,3,Vezt,Vezt,29.946428571428573,4.193910714285714e-05,2.3215e-05,0.0006952063392857,414750.0,53.0,55.0,2.0,91554.31666666668,55.35406350193094,28.0,6.715653193183397,0.3506439143978511,2.6678192868827986,4.380093010043509,0.8679535018986552,0.4924,2.3739,0.2262,0.5135,0.3056
0x046e3a705d9bcd0e53d2b45161b48e39f4bc4090,1,0.00209662,1,0.0,0.0,0.0,0,1,1,0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,13.37,1,13.37,0.0,0,1,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0,1,0,Blockwell say NOTSAFU,48.66666666666666,3.4e-05,2.1e-05,0.001022,51108704.0,77.0,100.0,23.0,281.0,61.76470588235294,3.0,3.3718656667525457,0.1245418359631303,1.40974790241529,2.171331535847385,0.4379860457482029,0.4433,1.2262,0.2141,1.172,0.7899
0x049b01966f721db6ec76097043e9d6eccaf719b6,1,0.0,10,2444822.1,813380.7888888889,67961.57142857143,3,7,7,3,1.5e-14,600000.0,89651.44359933436,2.145195140594695,600000.0,202434.70173171352,607304.1051951406,627560.1051953406,10,627560.1051953406,607304.1051951406,3,7,813380.8055555556,67961.5880952381,1.5e-14,600000.0,89651.44359933436,2.145195140594695,600000.0,202434.70173171352,3,7,cVToken,cVToken,26.48148148148148,7.787907407407408e-05,2.624303703703704e-05,0.0006949544993141,2152062.0,86.0,90.0,4.0,2503382.8,33.69716107830992,26.0,171.9983835667645,45.80665706559841,53.713260735457936,119.12221239254742,21.71014173488616,0.4072,1.6656,0.3267,0.5664,0.9153
0x051005cdcecd916fb8b98643d923646acc7e07cd,1,0.0,1,0.0,0.0,0.0,0,1,1,0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.337,1,1.337,0.0,0,1,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0,1,0,Blockwell say NOTSAFU,49.9439393939394,6.14848484848485e-05,2.1e-05,0.0010488227272727,1866900.0,235.0,238.0,3.0,29823.233333333334,34.15475603745687,33.0,17.057090617040775,1.4225610915505291,6.323161259879641,11.31863602569182,2.1895826873464856,0.2713,1.9459,0.2828,1.4956,0.5084
0x058e49378461c239dae065114cd9fa1c0dbc25c1,1,0.0,1,0.0,0.0,0.0,0,1,1,0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,1,100.0,0.0,0,1,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0,1,0,blockwell.ai KYC Casper Token,25.791509433962265,4.471881132075472e-05,2.100096226415093e-05,0.0005416465163581,448560.0,85.7,88.0,2.3,23063.033333333333,46.962255131330046,53.0,25.46474463387621,2.5974285368932177,9.163357994994108,17.023553889387937,3.2593178208913605,0.0717,1.6295,0.3668,1.4869,0.8254
0x059615ea15f7f0e2a276103127bbace30223d294,1,0.0,1,0.0,0.0,0.0,0,1,1,0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.337,1,1.337,0.0,0,1,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0,1,0,Blockwell say NOTSAFU,43.66666666666666,3.9e-05,2.1e-05,0.0009169999999999,8985217.0,84.0,99.0,15.0,47810.23333333333,53.84615384615385,6.0,3.315020651988446,0.1214007464120616,1.3877311991849968,2.134054071660833,0.430655591497335,0.1857,0.5183,0.2452,1.0411,0.5079
0x0596e5e05fd430f7d83b38b23e250bfa98900d7f,1,0.000105,1,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,1,0.0,100.0,1,0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,1,0,blockwell.ai KYC Casper Token,0,38.39571428571429,5.785714285714288e-05,2.1e-05,0.00080631,954292.5,83.23,88.0,4.77,19346.516666666663,36.29629629629628,7.0,11.037164358197645,0.7396773133734348,4.225857104585884,7.265189643121007,1.421321686709477,0.2275,1.4852,0.3295,0.7093,0.7104
0x05dd62c007cde143b402fa5da3937c40c70b4b14,1,0.0,7,2577960.15,0.4083333333333333,515592.01333333337,2,5,5,1,7.77e-16,10389.14506347147,2452.4789329774403,1871.9026014157323,10389.14506347147,6130.5238324436,12261.0476648872,12262.3946648872,7,12262.3946648872,12261.0476648872,1,5,0.425,515592.03,7.77e-16,10389.14506347147,2452.4789329774403,1871.9026014157323,10389.14506347147,6130.5238324436,2,5,VIU,VIU,28.57122747747748,0.0001190223963963,2.1016954954954963e-05,0.0006004802009019,745500.0,59.0,60.0,1.0,126876.83333333331,17.657983363869885,111.0,27.020146561429737,2.839412410016044,9.680380039501756,18.0831991459758,3.456904139160297,0.3557,0.7824,0.0694,0.5367,0.9669
0x05e5061133f752ea565f40f1e755d9604c313bc9,1,0.0,5,389876.01666666666,0.0,77975.18666666668,0,5,5,0,7.77e-16,201.44678363752587,44.48935672753277,0.0,0.0,0.0,0.0,222.44678363766383,5,222.44678363766383,0.0,0,5,0.0,77975.20333333334,7.77e-16,201.44678363752587,44.48935672753277,0.0,0.0,0.0,0,5,0,XENON,56.0,8.066666666666667e-05,2.1e-05,0.001176,5447368.916666666,69.0,79.0,10.0,226168.1,26.033057851239665,3.0,4.818596194254583,0.2129442207958811,1.961943252793108,3.1235375946798065,0.6242807762277031,0.3059,1.8183,0.1136,0.6438,0.3599
0x05e85d73eaf6fef228294fdf867abba98552a99f,1,0.02396392,3,1927560.15,0.0,642520.0333333333,0,3,3,0,0.01,1.337,0.8946666666666666,0.0,0.0,0.0,0.0,2.684,3,2.684,0.0,0,3,0.0,642520.05,0.01,1.337,0.8946666666666666,0.0,0.0,0.0,0,3,0,Blockwell say NOTSAFU,37.85714285714285,2.1e-05,2.1e-05,0.0007949999999999,37858529.31373281,22.0,41.0,19.0,6370.783333333334,100.0,7.0,38.79664163439906,4.889543247341262,13.531345441028762,26.139067522368958,4.950490086107406,0.2468,1.227,0.1453,0.8676,0.6254
0x05f71263372ac109cd13faa86d13a0e5830fcedc,1,0.0,2,1923977.183333333,0.0,961988.575,0,2,2,0,0.01,1.337,0.6735,0.0,0.0,0.0,0.0,1.347,2,1.347,0.0,0,2,0.0,961988.5916666668,0.01,1.337,0.6735,0.0,0.0,0.0,0,2,0,Blockwell say NOTSAFU,27.0,3.55e-05,2.1e-05,0.000567,32422123.22230551,28.0,41.0,13.0,1026852.55,59.15492957746478,2.0,10.220628956501686,0.6590095293160722,3.9356079293539374,6.718141253204319,1.3169093811242063,0.1503,1.1374,0.2458,1.3322,0.8399
0x05fbf1e3f105df6a4553f3c7f2ed93070a4bab46,1,0.0092359469290376,108,506227.9166666667,707.3971428571429,6934.612328767124,35,73,45,6,5.17e-16,430066.2,15010.586076071024,5.17e-16,454944.2079617369,26324.633415803128,921362.1695531094,1095772.7835531847,108,1095772.7835531847,921362.1695531094,6,45,707.4138095238096,6934.62899543379,5.17e-16,430066.2,15010.586076071024,5.17e-16,454944.2079617369,26324.633415803128,28,37,Pundi X Token,Pundi X Token,20.86055555555556,7.13705648148149e-05,3.899621296296299e-05,0.0008134826669701,696488.92,36.48,41.7,5.22,24937.166666666668,54.639070132268685,53.0,15.588070348373874,1.2425314269927568,5.81733337807273,10.326601852793232,2.002322136111251,0.3631,1.9609,0.3137,1.2151,0.3204
0x06091b32533835265bfa6ef8b32b04747ba77bb2,1,0.00167615,2,1927560.15,0.0,963780.0583333332,0,2,2,0,0.01,1.337,0.6735,0.0,0.0,0.0,0.0,1.347,2,1.347,0.0,0,2,0.0,963780.075,0.01,1.337,0.6735,0.0,0.0,0.0,0,2,0,Blockwell say NOTSAFU,19.0480425,2.5970000000000007e-05,2.100000000000001e-05,0.0004000088925,417817.785,47.0,54.0,7.0,6005.316666666667,80.86253369272238,20.0,10.20572737139002,0.657566488199655,3.9302953469959703,6.708165071129562,1.3150033293393102,0.1411,1.2682,0.2501,0.6974,0.2573
0x0669398307efefb60030ff328a0cb6a3a840182c,1,0.0,1,0.0,0.0,0.0,0,1,1,0,21.9,21.9,21.9,0.0,0.0,0.0,0.0,21.9,1,21.9,0.0,0,1,0.0,0.0,21.9,21.9,21.9,0.0,0.0,0.0,0,1,0,Celer Network,11.831005749581395,0.0001039958837209,8.408786046511632e-05,0.0009948439606327,1074079.9,97.0,99.0,2.0,50477.0,80.8569122704544,42.0,291.6982010481337,101.29728407826234,87.59269853539307,204.0088551001028,36.67746046460312,0.4216,0.7362,0.0928,1.0142,0.6171
0x0697f9d4db21472b3461aa07be39b16cd5b56eca,1,0.0,5,64624.46666666667,0.0,16156.1,1,4,3,1,2.7e-11,1994.0,873.8342500000067,1994.0,1994.0,1994.0,1994.0,3495.337000000027,5,3495.337000000027,1994.0,1,3,0.0,16156.116666666669,2.7e-11,1994.0,873.8342500000067,1994.0,1994.0,1994.0,1,4,DADI,DADI,33.52425578947368,3.6628894736842094e-05,2.1434157894736834e-05,0.0007185641918951,815010.0,112.0,113.0,1.0,40532.583333333336,58.517075245456205,38.0,22.796191439577708,2.1994380093825128,8.270754152065951,15.208388086301118,2.9201169491722365,0.4318,1.8083,0.1163,0.5016,0.6115
0x075dc757633700b257e090d62b62aac5997a99d4,1,0.00058,1,0.0,0.0,0.0,0,1,1,0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,1,0.01,0.0,0,1,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0,1,0,Arnoya classic,32.5,2.1e-05,2.1e-05,0.0006825,57167299.24455439,25.0,45.0,20.0,13480.933333333332,100.0,2.0,5.473567441350958,0.2578841819076163,2.207644900508668,3.556487849423825,0.7084778979041073,0.4866,2.2086,0.2854,1.4506,0.1607
0x078c2b3b09528fd7b80c9ee715f378d382f9139b,1,0.0,4,235670.5,0.0,58917.60833333333,0,4,4,0,7.77e-16,1500.0,375.5289268161007,0.0,0.0,0.0,0.0,1502.1157072644028,4,1502.1157072644028,0.0,0,4,0.0,58917.625,7.77e-16,1500.0,375.5289268161007,0.0,0.0,0.0,0,4,0,Free BOB Tokens - BobsRepair.com,27.518181818181823,5.756363636363637e-05,2.1e-05,0.0005778818181818,549570.0,49.9,51.9,2.0,73255.98333333334,36.481364497789,11.0,71.4387749746762,12.235442364898203,23.81258375743492,48.67862360357779,9.075169345864015,0.4075,1.2952,0.2985,0.8402,0.5944
0x07920356975798037f26a934db461c7aafc8aa05,1,0.0,2,1923911.4666666663,0.0,961955.7166666668,0,2,2,0,0.01,13.37,6.69,0.0,0.0,0.0,0.0,13.38,2,13.38,0.0,0,2,0.0,961955.7333333332,0.01,13.37,6.69,0.0,0.0,0.0,0,2,0,Blockwell say NOTSAFU,3.6666666666666665,2.100000000000001e-05,2.100000000000001e-05,7.700000000000001e-05,29805553.668656785,7.0,10.0,3.0,1377.5,100.0,15.0,4.3800037565234815,0.1845000513541961,1.7960393045189988,2.834219147617684,0.5678532607223543,0.3017,2.1717,0.2114,1.139,0.6374
0x07cfb04588154b06e3958b5d70408244102014d5,1,0.0,5,2240516.716666667,0.0,448103.3266666667,0,5,3,0,5e-18,1.337,0.5368000000000002,0.0,0.0,0.0,0.0,2.6840000000000006,5,2.6840000000000006,0.0,0,3,0.0,448103.3433333334,5e-18,1.337,0.5368000000000002,0.0,0.0,0.0,0,5,0,Blockwell say NOTSAFU,26.505,4.406666666666666e-05,2.100000000000001e-05,0.000556605,482107.5,38.0,50.0,12.0,206575.91666666663,47.6550680786687,15.0,30.888847931835173,3.471683424085083,10.957062789462212,20.723594990355224,3.948004112823081,0.2997,1.4567,0.2673,1.0171,0.3304
0x081a48fcfb87ddc415c31ddae1eb3ba5d5696cdb,1,0.0,1,0.0,0.0,0.0,0,1,1,0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,13.37,1,13.37,0.0,0,1,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0,1,0,Blockwell say NOTSAFU,7.5,2.1e-05,2.1e-05,0.0001574999999999,50475102.5,0.0,7.5,7.5,0.0,100.0,1.0,1.5961966787034565,0.0404905391137913,0.7054361634183006,1.013747509862698,0.2084705163144647,0.3736,1.1808,0.3192,1.4543,0.2105
0x08986f5cecd3cb8882e4a34a16961e3124377291,1,0.0,4,162916.28333333333,0.0,40729.05416666667,0,4,3,0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,5.348,4,5.348,0.0,0,3,0.0,40729.07083333333,1.337,1.337,1.337,0.0,0.0,0.0,0,2,0,Blockwell say NOTSAFU,32.333333333333336,2.1e-05,2.1e-05,0.000679,15247457.1,54.0,55.0,1.0,16613.8,100.0,3.0,3.7825274395265023,0.1480143338055638,1.568012946894911,2.440967194831136,0.4909170938036973,0.1454,2.1427,0.0802,1.2969,0.5624
0x08afea4ec3659a2e478f81fef2b784176a0b7d2f,1,0.0,2,49404.63333333333,0.0,24702.3,0,2,2,0,13.37,99.0,56.185,0.0,0.0,0.0,0.0,112.37,2,112.37,0.0,0,2,0.0,24702.316666666666,13.37,99.0,56.185,0.0,0.0,0.0,0,2,0,ERC20,32.15390625,3.8e-05,2.1e-05,0.00067523203125,24450898.025,35.384375,41.0,5.615625,187543.86666666667,55.26315789473684,4.0,30.38645406669429,3.3871961864514075,10.791974678455842,20.38034682088556,3.884255937798269,0.4085,1.121,0.2852,1.1737,0.3697
